,the_geom,NAME,BIN,CNSTRCT_YR,LSTMODDATE,LSTSTATYPE,DOITT_ID,HEIGHTROOF,FEAT_CODE,GROUNDELEV,SHAPE_AREA,SHAPE_LEN,BASE_BBL,MPLUTO_BBL,GEOMSOURCE,GLOBALID,BUILDING_TYPE
21771,"MULTIPOLYGON (((-73.97847635790436 40.73415552248098, -73.978510451797 40.73410848360837, -73.97853187548529 40.73407892572713, -73.97829357271543 40.73397898319731, -73.97826493410348 40.73396697222241, -73.97821789510995 40.73403187105263, -73.9782105284189 40.73404203459353, -73.97808630823997 40.73398993644399, -73.97812393762649 40.73393801850436, -73.97814146135053 40.733913841390184, -73.97810913097156 40.733900282602825, -73.97801027092413 40.73385882058622, -73.97807851112769 40.73376467017147, -73.97808435955763 40.73376712336806, -73.97820511357838 40.73381776654493, -73.97821065545105 40.733820090904466, -73.97826702697344 40.733742316571785, -73.978308026394 40.73375951229944, -73.97839029398918 40.733794014523774, -73.97836014642124 40.7338356096329, -73.97833392375078 40.73387178891647, -73.97835549234937 40.733880834973775, -73.97841497706463 40.73390578210711, -73.97860233260671 40.733984357582464, -73.97861739628624 40.73396357485419, -73.97865351757531 40.733913739336465, -73.97865790437989 40.733907686034, -73.97878082045735 40.73395923581837, -73.97876962133407 40.733974686471996, -73.9787359505028 40.734021142871605, -73.97872524878267 40.73403590742559, -73.97885499370976 40.734090321106166, -73.97883072418774 40.734123805639726, -73.97879544735376 40.73417247791072, -73.97878600576439 40.73418550472162, -73.97865626070796 40.73413109186455, -73.97863304750894 40.73416311953011, -73.97860074322655 40.73420768867779, -73.97847635790436 40.73415552248098)))",430 E20/ 440 E20,1082866,1945.0,08/22/2017 12:00:00 AM,Constructed,789568,114.16,2100.0,17.0,0,0,1009720001,1009720001,Photogramm,{5F70508E-D47C-4A1D-9B5A-A377D725423D},Building
22348,"MULTIPOLYGON (((-73.82636353587938 40.87779020586779, -73.82640933195572 40.87771321811659, -73.82650903054677 40.87774738580778, -73.82658315804083 40.877622770486916, -73.82673439912962 40.87767460197269, -73.82667566263379 40.87777334424285, -73.82670037426793 40.87778181263145, -73.82669474751415 40.8777912710227, -73.82679221321548 40.8778246733016, -73.82673676073946 40.87791789422815, -73.8266388848057 40.87788435171114, -73.82663265746208 40.877894820446144, -73.82660934447843 40.87788683140377, -73.82659849130374 40.87790507611308, -73.82653094600136 40.87801862441711, -73.82638003025198 40.87796690481891, -73.82639629343814 40.877939564325004, -73.82645826214316 40.8778353917081, -73.8264329614138 40.87782672157271, -73.8264392483624 40.87781615298364, -73.82636353587938 40.87779020586779)))",11,2128854,1969.0,09/13/2017 12:00:00 AM,Constructed,370620,226.5,2100.0,17.0,0,0,2051410120,2051410120,Photogramm,{359BF11F-61B5-46E4-A668-18F934773690},Building
23170,"MULTIPOLYGON (((-73.97860769765502 40.73501322134662, -73.97849004403969 40.73487077600031, -73.97846761043341 40.73488149775763, -73.9784373598797 40.734844872942816, -73.97841882051246 40.7348537331694, -73.97836359734443 40.73478687180028, -73.97838213670042 40.734778011582485, -73.97835368969349 40.734743571715995, -73.97837612445554 40.734732849980865, -73.97829312902162 40.73463236379483, -73.97825815705589 40.73459002251763, -73.97839229169618 40.734525918990556, -73.97840764231546 40.734544503851595, -73.97851025927014 40.73466874541715, -73.97853445224355 40.73465718290474, -73.97856289930672 40.734691623627555, -73.97858059322354 40.73468316664787, -73.97863591947734 40.734750151302585, -73.97861822436623 40.73475860738998, -73.97864720640146 40.73479369655647, -73.97862301221424 40.73480525909211, -73.97874183281124 40.734949116515665, -73.97860769765502 40.73501322134662)))",431 E20,1083684,1947.0,08/22/2017 12:00:00 AM,Constructed,508204,141.32,2100.0,12.0,0,0,1009780001,1009780001,Photogramm,{9E47FF82-D6A3-4506-9E19-76C31028CE6D},Building
25680,"MULTIPOLYGON (((-73.98938679483503 40.75976529167704, -73.98939888659746 40.75974865596604, -73.98942702763982 40.75970993955147, -73.98943759133115 40.759695406374526, -73.98946585696639 40.75970728121671, -73.98959263856813 40.75976056569774, -73.98954659927914 40.759823906631624, -73.98953400766581 40.75984123029807, -73.98956871899149 40.7598558180203, -73.98958240481679 40.75986156988161, -73.98964095276101 40.75978102051401, -73.98978804846892 40.75984283798567, -73.98973132601279 40.75992087698302, -73.98978128169621 40.75994187038804, -73.98983873733525 40.75986282106477, -73.98999260233198 40.75992748266514, -73.9899488802457 40.759987635272424, -73.98994084203491 40.759998694569155, -73.98988947113155 40.75997710677625, -73.98987655738641 40.75999487259929, -73.9898777119881 40.75999535807278, -73.98986655726459 40.76001070349264, -73.98985159071344 40.76003129581636, -73.98985043611125 40.76003081034262, -73.98984020531014 40.76004488703021, -73.98988813612475 40.76006502923302, -73.98989171480214 40.76006653338987, -73.9898898361356 40.760069118573895, -73.98984334560889 40.7601330791311, -73.98967930557755 40.76006414262714, -73.98971967572572 40.760008601308115, -73.98967165618733 40.75998842120588, -73.9896312327072 40.760044035444345, -73.98954992635193 40.760009866552686, -73.98949861596121 40.75998830290461, -73.98950585231138 40.75997834578336, -73.98953876707454 40.75993306419795, -73.98948943436476 40.7599123318909, -73.98945976047895 40.75995315626079, -73.98944931994365 40.75996752105614, -73.98929990797741 40.75990473039293, -73.98928615348396 40.75989894967552, -73.98933512244169 40.75983157755815, -73.98938571977 40.75985284134579, -73.98943471583753 40.759785431366964, -73.98938679483503 40.75976529167704)))",The Whitby Apt House,1025009,1924.0,08/22/2017 12:00:00 AM,Constructed,747343,102.66,2100.0,38.0,0,0,1010360014,1010360014,Photogramm,{741F7FE5-5E97-4A2F-BEA1-3CC129095C50},Building
25804,"MULTIPOLYGON (((-73.83162037813813 40.87711485016023, -73.83157473611877 40.877195389030035, -73.83149824043748 40.87717041396536, -73.83149212462732 40.87718120550064, -73.83146718044281 40.877173061974155, -73.83140366857955 40.87728513051353, -73.83139300161729 40.87730395225866, -73.83123489760895 40.877252332059676, -73.83131106803505 40.877117925675236, -73.83128900202216 40.87711072102462, -73.83129556832728 40.87709913322573, -73.83119620910756 40.87706669279959, -73.83125015053946 40.87697150805262, -73.83128467372805 40.87698277952161, -73.83134951794095 40.87700395114642, -73.83135489013192 40.876994473245674, -73.83137845325616 40.87700216723591, -73.8314342951274 40.876903630857306, -73.8315943507942 40.8769558884801, -73.83152239497545 40.877082858665524, -73.83162037813813 40.87711485016023)))",5,2095388,1969.0,09/13/2017 12:00:00 AM,Constructed,786439,226.54,2100.0,25.0,0,0,2051410120,2051410120,Photogramm,{86D256DF-56ED-46C8-936F-4ED18ADD1857},Building
26256,"MULTIPOLYGON (((-73.98562274416508 40.76085325492414, -73.98576366235537 40.76066037173767, -73.98585609061128 40.76069941279214, -73.98635680159877 40.76091090894878, -73.9863617337769 40.7609129923998, -73.98627311374644 40.76103429514518, -73.98625059148878 40.761024781330484, -73.98620155463351 40.761091900876444, -73.98619829450952 40.76109636338637, -73.98562274416508 40.76085325492414)))",Ritz Plaza,1076194,1989.0,08/22/2017 12:00:00 AM,Constructed,468614,402.01,2100.0,54.0,0,0,1010200005,1010200005,Photogramm,{48576D53-EE72-486D-88E7-2E5F5F504010},Building
26257,"MULTIPOLYGON (((-73.98884453507922 40.74946947524226, -73.98875028406752 40.749599044391424, -73.98872112005675 40.749639135669575, -73.98869597814986 40.749673698227966, -73.98867425788077 40.74970355597327, -73.9885310703501 40.74964331506206, -73.98850624812557 40.74967743816391, -73.98852518168299 40.749685403226366, -73.98847957354525 40.749748100907375, -73.98843139994555 40.749814323793125, -73.98837651196088 40.74988977796815, -73.98816583672199 40.74980114312379, -73.98815957927721 40.749791494459416, -73.98813031988732 40.74974637789812, -73.98815973884939 40.74959321295681, -73.98819846279032 40.749504087545205, -73.98823873538305 40.74944872405037, -73.98835523925884 40.74928856737776, -73.98839434538472 40.749280072348355, -73.98884453507922 40.74946947524226)))",Herald Center,1015199,1902.0,08/22/2017 12:00:00 AM,Constructed,272207,154.568672,2100.0,44.0,0,0,1008090045,1008090045,Photogramm,{F606FB48-15FE-48B1-A12E-47FE405197F9},Building
26258,"MULTIPOLYGON (((-73.9783041561833 40.75223401734496, -73.97830766518327 40.752229215608885, -73.97839652019502 40.752107614508645, -73.97848581439268 40.75198541188201, -73.97857556554095 40.75186258431801, -73.97864920978276 40.7517617989793, -73.97869877339566 40.751782744014115, -73.97899424478261 40.75190760387066, -73.97900727449532 40.75191310923665, -73.97915639944117 40.75197612579387, -73.97914981161668 40.75198514136554, -73.97920698857297 40.75200930236423, -73.97913130019492 40.75211288645734, -73.97912257642808 40.752124825582364, -73.97914916046741 40.75213605880333, -73.97919074444381 40.752153631587646, -73.97919532548406 40.75214736039284, -73.97936031185138 40.752217078409466, -73.9794969763017 40.75227482883372, -73.97942900249936 40.75236785606216, -73.97941127305633 40.75239211972173, -73.97927109909116 40.752332886332994, -73.97906132582159 40.752244242233445, -73.97898644574977 40.7522126001357, -73.97893501505538 40.75228298417307, -73.97884904899996 40.75240063209555, -73.97881351502706 40.75244926187707, -73.97868306792878 40.75239413766872, -73.97831820057496 40.75223995252096, -73.9783041561833 40.75223401734496)))",Lincoln Building,1035335,1929.0,08/22/2017 12:00:00 AM,Constructed,704320,669.14,2100.0,65.0,0,0,1012760042,1012760042,Photogramm,{3E8B822E-82EA-440B-AE07-74538C094221},Building
27721,"MULTIPOLYGON (((-73.82987901462928 40.87068328359832, -73.8298790294672 40.87062740731004, -73.82987582657891 40.8706274070906, -73.82985051664957 40.870627403092314, -73.8298506524217 40.87009730366254, -73.8298506655246 40.87004814142059, -73.82987942008914 40.870048145094565, -73.82987943358523 40.869994184140566, -73.82988632684521 40.869994185297855, -73.83061479535267 40.869994290675855, -73.83068609095301 40.8699943007558, -73.83068607814509 40.870047782649145, -73.83071382321442 40.870047786435, -73.83071368236251 40.87062871401518, -73.83068566895818 40.87062870983599, -73.83068565544752 40.870683399279386, -73.83051238975405 40.87068337545053, -73.83016180256374 40.87068332464507, -73.82987901462928 40.87068328359832)))",Garage G-4,2097465,1969.0,08/22/2017 12:00:00 AM,Constructed,231873,50.44141625,5110.0,12.0,0,0,2051410100,2051410100,Photogramm,{D3E00414-7B37-4DCB-A8E3-67A9051E1290},Garage
29176,"MULTIPOLYGON (((-73.98384233954111 40.7642021287988, -73.98386421356322 40.76417227835185, -73.98373064377671 40.7641156925993, -73.98370876852897 40.76414554302101, -73.98355608187862 40.76408085972933, -73.98373227317548 40.76384042672076, -73.9838536282599 40.763891837366174, -73.98384617740528 40.76390200391418, -73.9839019262537 40.763925621135456, -73.98390548723697 40.763927129977425, -73.98391293808533 40.76391696342561, -73.9840869847275 40.76399069656341, -73.98391079431381 40.76423112920857, -73.9838818539425 40.764218869302326, -73.98384233954111 40.7642021287988)))",Roundabout Theater,1024833,1926.0,08/22/2017 12:00:00 AM,Constructed,778319,66.86,2100.0,67.0,0,0,1010250010,1010250010,Photogramm,{240CE5BA-53E9-44E0-9329-C8480D4C8487},Building
29186,"MULTIPOLYGON (((-73.97457625843677 40.75947491002039, -73.97470233636295 40.75930292515352, -73.97475196992603 40.7592352180816, -73.97494465886619 40.75931689001034, -73.97504672677984 40.759360151702424, -73.97496267621197 40.75947480734596, -73.97494563761879 40.75949804927163, -73.97483356879138 40.75945054843158, -73.9747589458923 40.75955234227376, -73.97471957627519 40.75953565539231, -73.97466462295826 40.75951236347083, -73.97457625843677 40.75947491002039)))",Omni Berkshire Place Hotel,1081151,1926.0,08/22/2017 12:00:00 AM,Constructed,583808,261.0,2100.0,63.0,0,0,1012880011,1012880011,Photogramm,{F5C91754-41BF-4298-B5F1-333AD20DA5D4},Building
29211,"MULTIPOLYGON (((-73.97233838762732 40.76048243468812, -73.9724791499902 40.76029357584301, -73.97270428836838 40.76039059304688, -73.97256539154583 40.76057695190723, -73.97256352643844 40.76057945306493, -73.97233838762732 40.76048243468812)))",Heron Towers,1035753,1985.0,08/22/2017 12:00:00 AM,Constructed,401746,331.9,2100.0,51.0,0,0,1012900044,1012900044,Photogramm,{411EA1DF-455D-4392-83EA-787BC28ABDE3},Building
29248,"MULTIPOLYGON (((-73.97739937209465 40.760667936856976, -73.9774310785616 40.76062442168519, -73.97756829504705 40.76043610073942, -73.97757450359757 40.76042758047279, -73.97773954437203 40.760497107125424, -73.97775723164605 40.76050455861549, -73.9777571427833 40.760504681066976, -73.97771998396918 40.760555680269235, -73.9775821017844 40.760744915274955, -73.97750149941459 40.76071096044432, -73.97739937209465 40.760667936856976)))",Museum of Television & Radio,1076265,1989.0,08/22/2017 12:00:00 AM,Constructed,77973,229.17,2100.0,67.0,0,0,1012680021,1012680021,Photogramm,{8A4983DF-EF01-495F-A280-07665E580361},Building
30627,"MULTIPOLYGON (((-73.97719505199001 40.75093000399093, -73.97726987683616 40.75082527013525, -73.97729177218113 40.7507946230343, -73.97725761161315 40.75078050896931, -73.97721281325869 40.750761998321366, -73.97724339116118 40.75071919701748, -73.97727194440125 40.75067923099883, -73.97733922836153 40.75058505223714, -73.97743428684502 40.75045199593367, -73.97744065091621 40.750443088475045, -73.97744067576335 40.750443145211754, -73.97749147929719 40.75056123669244, -73.97758757905456 40.75060184843728, -73.97772221883707 40.75065874690792, -73.9778247867986 40.75070209274044, -73.97791080205769 40.75073844197939, -73.97792370003323 40.75074389251279, -73.9779711920656 40.75087096838958, -73.97801681383386 40.75099303617436, -73.97799254959315 40.751026461920695, -73.97812835216794 40.75108347449932, -73.9781104377332 40.7511081530613, -73.97803702529168 40.751123334222605, -73.9779202116556 40.751147490472206, -73.97780346306612 40.75117163310819, -73.9777877320552 40.751174886304874, -73.97763593279164 40.7511121664166, -73.97749082672983 40.7510522121888, -73.97732551671945 40.750983909714854, -73.97719505199001 40.75093000399093)))",101 Park Ave Offices,1036144,1982.0,08/22/2017 12:00:00 AM,Constructed,531754,630.64,2100.0,57.0,0,0,1012950001,1012950001,Photogramm,{6EEE2B57-55BD-44B5-8659-7AEABE8B3386},Building
34360,"MULTIPOLYGON (((-73.99093171265085 40.753237699810725, -73.99112081069549 40.752977580995875, -73.99129521098027 40.75305089996401, -73.991171616709 40.7532209159141, -73.99110612051459 40.75331101095839, -73.99108979891938 40.753304150546356, -73.99093171265085 40.753237699810725)))",Aronson Bldg,1014440,1925.0,08/22/2017 12:00:00 AM,Constructed,88787,201.390318,2100.0,37.0,0,0,1007860020,1007860020,Photogramm,{6EC94DFD-F1A2-412B-A1DC-2C197A007C74},Building
35553,"MULTIPOLYGON (((-73.88736821950613 40.86380063464798, -73.88761778225617 40.86355745026024, -73.88760974952487 40.86355269955388, -73.88764701139314 40.863516388453775, -73.88772545822583 40.86356278783442, -73.88782608800899 40.86355441929962, -73.8878441076638 40.86353753821628, -73.88786776557517 40.8635153749307, -73.88785612514101 40.863508212824385, -73.88784454513792 40.86350108859621, -73.8879262298028 40.86342456505968, -73.88792759719186 40.86342328408967, -73.88792854640381 40.863422395327206, -73.88792991616806 40.86342111255852, -73.8879395991446 40.86342707060191, -73.8879484882424 40.863432539807796, -73.88795313659422 40.86343539977654, -73.88804906514319 40.863345533911414, -73.88805960480198 40.863352017761855, -73.8880900721692 40.86332347656001, -73.88811029006716 40.863335915729806, -73.8881187426603 40.86332799691007, -73.88814385436953 40.86332430133158, -73.8881622316839 40.86333516915335, -73.88821248642378 40.863364888107874, -73.88786064468606 40.86370774424671, -73.88785866345174 40.8637065725843, -73.88783778466284 40.863694222777845, -73.88781088289369 40.86372043690973, -73.88778676082416 40.86372308880944, -73.88775583605701 40.86370479768857, -73.88774056679232 40.86371967694236, -73.88770805895028 40.86370044955952, -73.88770368531148 40.86369786269701, -73.88769618815478 40.863693427689654, -73.88768131944622 40.863684633436904, -73.8875913907713 40.86377226351692, -73.88754193298612 40.863820458187476, -73.88750427525646 40.86385715427579, -73.88746920277758 40.863891329699356, -73.88744306520636 40.86387586980273, -73.88743408212126 40.86387055715197, -73.88742896552148 40.86386753011504, -73.88742297798302 40.86386398984915, -73.88739672786366 40.863848463195815, -73.88739520562598 40.86383260497783, -73.88739514967514 40.86383202410703, -73.8873964197454 40.863830787172425, -73.88740502391323 40.863822403000015, -73.88740286968073 40.86382112940564, -73.88736821950613 40.86380063464798)))",Alumni Court South,2102045,1922.0,08/22/2017 12:00:00 AM,Constructed,719869,40.32,2100.0,72.0,0,0,2032730001,2032730001,Photogramm,{AE903979-FE26-4EF5-AE6A-937810AEE2C2},Building
35781,"MULTIPOLYGON (((-73.98284613566774 40.77066536532178, -73.98294897689122 40.770524242008435, -73.98296281043274 40.77050525874418, -73.9830079018933 40.77052425071345, -73.98302621656825 40.770531965322974, -73.98302651278946 40.77053155833916, -73.98346560636558 40.77071321857485, -73.98331071047346 40.77092577533988, -73.98289674620722 40.77075141413003, -73.98288712091835 40.77074318480273, -73.9828841565016 40.77073271871363, -73.98291278227636 40.77069343670715, -73.98284613566774 40.77066536532178)))",Lincoln Plaza Towers,1027365,1974.0,08/22/2017 12:00:00 AM,Constructed,675605,279.79294644,2100.0,77.0,0,0,1011140061,1011140061,Photogramm,{0CC96729-DF4A-4504-9912-1950FB0107FD},Building
36839,"MULTIPOLYGON (((-73.77716554543667 40.6588710234141, -73.77724717657712 40.65876719493456, -73.77726799099366 40.65877668529285, -73.77730603596522 40.658728644197424, -73.77736617062394 40.65865270542682, -73.77734015411163 40.6586408429535, -73.77733173106635 40.65863700304232, -73.77779322320772 40.658050014703605, -73.77779746540266 40.658051949110146, -73.77781725640313 40.658026774593054, -73.77883639020303 40.65849145621446, -73.77881659945228 40.65851663000508, -73.77881246935026 40.658521883798635, -73.77881236009956 40.6585220231691, -73.77872949076834 40.65862742898588, -73.77862082148002 40.65857788132708, -73.77854347840224 40.65867626008579, -73.77840359505616 40.658854184582914, -73.77814052793026 40.65873423798009, -73.77800198409449 40.65891045718859, -73.77769511602163 40.65877053795012, -73.77767650752757 40.65879420816097, -73.77764283055757 40.6587788522431, -73.77763391344037 40.6587901932576, -73.77768388991976 40.65881298115157, -73.77751592838575 40.65902661623262, -73.7775135153232 40.65902968503826, -73.77716554543667 40.6588710234141)))",76,4542287,1994.0,02/14/2009 12:00:00 AM,Constructed,929304,47.16201852,2100.0,10.0,0,0,4142600001,4142600001,Photogramm,{F7B766C1-2649-4D40-B18A-717006B49F72},Building
37646,"MULTIPOLYGON (((-73.96494421592179 40.80778634636811, -73.96496791001307 40.807753089170056, -73.96505454225982 40.807788722959216, -73.96505629350794 40.80778944388854, -73.9651388854138 40.8078234158709, -73.96517197020195 40.80777697727745, -73.9652073459213 40.80779152830219, -73.96528910612113 40.80782515863709, -73.96534614742605 40.80784862116607, -73.96543257027473 40.80788416996077, -73.96543562016014 40.80788542436856, -73.96540369659675 40.807930233483766, -73.96540151909953 40.8079332891208, -73.96534416283926 40.8080137935318, -73.96532282546394 40.8080050171648, -73.96525543290376 40.807977296652325, -73.96525359578143 40.807979875125156, -73.96518265950195 40.808079441607234, -73.96511359505584 40.808051033427176, -73.96500630877864 40.808006903520614, -73.96508250400497 40.80789995825637, -73.96499130270904 40.80786244466242, -73.96491295861391 40.807830219032766, -73.96494421592179 40.80778634636811)))",Schapiro,1084328,1987.0,08/22/2017 12:00:00 AM,Constructed,491773,175.35,2100.0,108.0,0,0,1018960057,1018960057,Photogramm,{99AABD23-6EEA-4401-8BE4-8CD6C902AAC1},Building
41017,"MULTIPOLYGON (((-73.88343285258847 40.862152836639865, -73.8836195950707 40.8620633191827, -73.88370887657807 40.86202052153914, -73.88377929385983 40.86198676556242, -73.88396258572308 40.86189890097528, -73.88403220502055 40.86186552855065, -73.88404116144274 40.86187629841484, -73.88405550569202 40.861893546419, -73.88406994700766 40.8619109097816, -73.88409387858071 40.86193968558842, -73.8841257472121 40.86192440835756, -73.88413581729759 40.86191958103495, -73.88412418758786 40.86190597374905, -73.88406542004512 40.86183721268525, -73.88408732827764 40.86182642070509, -73.88411390543037 40.86181332815439, -73.88411781277041 40.86181789936709, -73.8841726730022 40.861882089193784, -73.8841837567235 40.861896600919806, -73.88418714823688 40.86189497533663, -73.88419215063107 40.861892576948264, -73.88432636516339 40.86205395522431, -73.8843197115199 40.86205714439454, -73.88431634374382 40.86205875829898, -73.88432691537155 40.862069721564545, -73.88438753018667 40.862139826974214, -73.88438986685591 40.86214252898622, -73.88439119735921 40.86214406835719, -73.88433485846994 40.86217214501858, -73.88427057770424 40.86209779819608, -73.8842603296456 40.86208561058288, -73.88422788760356 40.86210116192479, -73.88429185902218 40.86217808026184, -73.88396092867228 40.862336716913816, -73.88371095129442 40.86245654745037, -73.88367348749325 40.86247450598838, -73.88365174915269 40.86244836804443, -73.88341362868522 40.86216205174731, -73.88343285258847 40.862152836639865)))",Gymnasium,2102054,1922.0,08/22/2017 12:00:00 AM,Constructed,397176,65.31734632,2100.0,101.0,0,0,2032730001,2032730001,Photogramm,{32BAEF4F-6456-4EC1-87ED-BE2F09DFB922},Building
41505,"MULTIPOLYGON (((-73.95434190912532 40.80299051501187, -73.95438032043299 40.802938120284814, -73.95449925359384 40.80277589108893, -73.95450953869626 40.80276186267388, -73.95452369350342 40.802767854775404, -73.95490194458843 40.80292797609861, -73.9548624388868 40.80298186269743, -73.954800057086 40.80306695520699, -73.95478351032031 40.80308952512433, -73.95477194892736 40.80310529642811, -73.95472581954776 40.803168216885545, -73.9543833372978 40.80302323753145, -73.95439183255378 40.80301164877103, -73.95434190912532 40.80299051501187)))",JHS 119,1089094,1992.0,08/10/2017 12:00:00 AM,Constructed,873462,61.0,2100.0,34.0,0,0,1018300047,1018300047,Other (Man,{F5D39337-EDF5-446D-A842-8C6BA458FE42},Building
42206,"MULTIPOLYGON (((-73.91880916903759 40.8233371376943, -73.91904267795533 40.823186383217276, -73.91905369382627 40.823196228871254, -73.91905869199894 40.8232006961392, -73.91913307780898 40.823152671739194, -73.9191283117228 40.82314841175133, -73.91911706376202 40.82313835792702, -73.91940090497248 40.82295510578814, -73.91940788178553 40.82295060188004, -73.91942003679665 40.8229614658562, -73.9194241066237 40.82296510400323, -73.91948671639994 40.82292468123771, -73.91948284195186 40.82292121792554, -73.91947200841757 40.822911535429306, -73.9195783176811 40.82284289995989, -73.9195842766024 40.82283905269338, -73.91959545945573 40.82284904879546, -73.91962696424031 40.8228772085637, -73.91965815052208 40.822905083544505, -73.91969422016544 40.82293732302075, -73.91959006287372 40.82300456882996, -73.91958223428156 40.8230096232587, -73.91958807083724 40.82301483940083, -73.9196012584464 40.823026627086385, -73.91958318114413 40.82303829751846, -73.91953641122318 40.82306849364857, -73.919517387063 40.823051489810275, -73.91922852280736 40.82323798410284, -73.91924570800082 40.82325334509598, -73.91917774619094 40.82329722188288, -73.91917132215953 40.823301369567815, -73.91915413697085 40.82328600856375, -73.91886403925007 40.823473298011706, -73.91885919263795 40.82346896591658, -73.91882587500862 40.82343918557313, -73.9187933993185 40.82341015772708, -73.91876269154689 40.82338270968695, -73.91875258035621 40.82337367148745, -73.91880916903759 40.8233371376943)))",METRO-NORTH COMMUTER HARL,2102829,2015.0,12/07/2018 12:00:00 AM,Constructed,1250542,220.0,2100.0,46.0,0,0,2024200020,2024200020,Other (Man,{C09AD85A-86D9-4B8F-9240-02B3A34CBB72},Building
43360,"MULTIPOLYGON (((-73.96626991507198 40.69890983731686, -73.96627751553514 40.69877261317829, -73.96637517842811 40.698775746718105, -73.96638255059028 40.69864264594947, -73.96629390959009 40.69863980232167, -73.96633189207175 40.697954057076096, -73.96699243472939 40.69797524925694, -73.96702814729646 40.69797639503947, -73.96702813296739 40.697976659786036, -73.96699251433779 40.698619827011846, -73.96697520081557 40.69893246460398, -73.9669728380071 40.69893238828298, -73.96626991507198 40.69890983731686)))",2,3348095,1958.0,08/10/2017 12:00:00 AM,Constructed,156110,78.0,2100.0,14.0,0,0,3020230150,3020230150,Other (Man,{6BC4297C-ADE1-45FA-A4AD-568525B2632D},Building
43368,"MULTIPOLYGON (((-73.8360741705332 40.57771403110758, -73.83592968565206 40.57776100159843, -73.83592320978413 40.57772596730148, -73.83593827933232 40.57769739713004, -73.83597206991155 40.577680290364285, -73.83601051997088 40.577674626916746, -73.8360451815947 40.577684683931054, -73.8360741705332 40.57771403110758)))",Comfort station,4618301,,01/29/2019 12:00:00 AM,Constructed,1283779,,2100.0,12.0,0,0,4201269999,4201269999,Other (Man,{DCEDB5D1-BCEE-4919-A59D-245F15FB165B},Building
43394,"MULTIPOLYGON (((-73.815356381625 40.73734664104864, -73.81535236925194 40.73733902170741, -73.81532465010365 40.73728638389819, -73.8152634236455 40.73717011635827, -73.8152229739514 40.737093303731335, -73.81517811984882 40.73700812819187, -73.81515352769365 40.73696142791449, -73.81514441016073 40.73694411448944, -73.81511479176224 40.73688786883748, -73.81514654644101 40.736878193408785, -73.81521761645773 40.73685653944658, -73.81520544169156 40.73683341913689, -73.81521627973959 40.73683011724919, -73.81521788879861 40.736829627252234, -73.81520868529917 40.73681214980128, -73.81523766376657 40.736803320874245, -73.81524686491463 40.7368207947171, -73.81527268568152 40.73681293146474, -73.8152816548463 40.73682996188192, -73.8153447896694 40.73681072558846, -73.81535872392595 40.7368371877942, -73.81538632985914 40.73688961019552, -73.81536896670458 40.73689489986898, -73.81537138918561 40.73689950085448, -73.81548972619426 40.73712421547745, -73.81553845536158 40.737216751562265, -73.81563355636908 40.73739734165774, -73.81564612087415 40.73742174937199, -73.8156457278414 40.737421743339745, -73.81563044172185 40.737422102485496, -73.8156151989349 40.737423059636924, -73.8156000421122 40.73742461035977, -73.81558500914738 40.73742675111276, -73.81557014148838 40.7374294774597, -73.81555547704384 40.73743278045635, -73.81554105490137 40.737436652961286, -73.81552741036165 40.73744017280973, -73.81551403539792 40.73744424600128, -73.81550096674253 40.73744886088826, -73.81548824232173 40.73745400222291, -73.8154759012383 40.737459657460775, -73.81546397669298 40.73746580774455, -73.81545250424202 40.73747243872318, -73.8154415170962 40.73747952793726, -73.8154310460887 40.73748705652565, -73.8154211232467 40.73749500202705, -73.81541177585926 40.7375033428732, -73.81540804817213 40.73750705600269, -73.81540303122802 40.737512052993125, -73.81539491546587 40.73752110811514, -73.81538745113896 40.737530482160736, -73.81538473643917 40.73753434549742, -73.81535234243151 40.73752385305474, -73.81530506799122 40.737509583415125, -73.81531415275518 40.73749775898547, -73.81532391736572 40.73748625352517, -73.81533434400711 40.737475087717264, -73.81534541012051 40.73746428493855, -73.81535709552503 40.737453864967755, -73.81536937648056 40.73744385027934, -73.81538222925708 40.73743425974586, -73.81539715548935 40.73742406919319, -73.81539527943299 40.73742050647159, -73.81537613730528 40.7373841564331, -73.815356381625 40.73734664104864)))",King Hall,4439921,1907.0,08/22/2017 12:00:00 AM,Constructed,1109825,39.0,2100.0,73.0,0,0,4065170001,4065170001,Other (Man,{B1B55571-914B-4F96-94AD-61A6658FD55C},Building
43521,"MULTIPOLYGON (((-73.94068240023441 40.84063135172578, -73.94062348369827 40.8406067442469, -73.94050668194512 40.840557960166194, -73.94055242531184 40.84049472679457, -73.94076960984552 40.84019449967028, -73.94077667588827 40.84018473384567, -73.94078074195097 40.84017911145149, -73.94079631324117 40.840185162656354, -73.9408232348703 40.84019574106036, -73.94090961930242 40.840229686223005, -73.94075005825285 40.84046388933412, -73.94084387957888 40.84050075686322, -73.94081203353187 40.84054750044432, -73.94093011344027 40.840593899463485, -73.94085537735997 40.84070359798447, -73.94068240023441 40.84063135172578)))",Presbyterian Building,1063380,1944.0,08/22/2017 12:00:00 AM,Constructed,1115469,170.0,2100.0,167.0,0,0,1021380030,1021380030,Other (Man,{C05ED43A-D02D-4AF8-A9D2-ECDD34CDC350},Building
